state,action,pr,v,s_l,s_c,s_w,s_p,a_b,a_w,a_c,e,imbalance,E,reward,s_w_idx,s_w_str,s_p_idx,s_p_str,s_idx,steady_pr
"{'s_l': 4, 's_c': 14, 's_w': 4.15, 's_p': -12.5}","{'a_b': 4, 'a_w': 0, 'a_c': 0}",1,-371.2953207508288,4.0,14.0,4.15,-12.5,4,0,0,4,True,0.02086248285322362,-675.0,0,"[0.0, 8.3]",6,"[-15, -10]",4010,1.7156389985006148e-06
"{'s_l': 4, 's_c': 14, 's_w': 4.15, 's_p': -7.5}","{'a_b': 4, 'a_w': 0, 'a_c': 0}",1,-249.72774672501066,4.0,14.0,4.15,-7.5,4,0,0,4,True,0.02086248285322362,-605.0,0,"[0.0, 8.3]",7,"[-10, -5]",4011,2.152840768172503e-06
"{'s_l': 4, 's_c': 14, 's_w': 4.15, 's_p': -2.5}","{'a_b': 4, 'a_w': 0, 'a_c': 0}",1,-121.8520998604717,4.0,14.0,4.15,-2.5,4,0,0,4,True,0.02086248285322362,-535.0,0,"[0.0, 8.3]",8,"[-5, 0]",4012,2.5341968076900695e-06
"{'s_l': 4, 's_c': 14, 's_w': 4.15, 's_p': 2.5}","{'a_b': 4, 'a_w': 0, 'a_c': 10}",1,18.497958872793106,4.0,14.0,4.15,2.5,4,0,10,4,True,0.02086248285322362,-465.0,0,"[0.0, 8.3]",9,"[0, 5]",4013,2.7984101917859652e-06
"{'s_l': 4, 's_c': 14, 's_w': 4.15, 's_p': 7.5}","{'a_b': 4, 'a_w': 0, 'a_c': 20}",1,272.83432061299646,4.0,14.0,4.15,7.5,4,0,20,4,True,0.02086248285322362,-394.99999999999994,0,"[0.0, 8.3]",10,"[5, 10]",4014,2.8988455598924033e-06
"{'s_l': 4, 's_c': 14, 's_w': 4.15, 's_p': 12.5}","{'a_b': 4, 'a_w': 0, 'a_c': 20}",1,542.15574689863,4.0,14.0,4.15,12.5,4,0,20,4,True,0.02086248285322362,-325.0,0,"[0.0, 8.3]",11,"[10, 15]",4015,2.8169647512395956e-06
"{'s_l': 4, 's_c': 14, 's_w': 4.15, 's_p': 16}","{'a_b': 4, 'a_w': 0, 'a_c': 20}",1,3120.4121523134245,4.0,14.0,4.15,16.0,4,0,20,4,True,0.02086248285322362,1424.9999999999998,0,"[0.0, 8.3]",12,"[15, inf]",4016,1.0254789793473508e-05
"{'s_l': 4, 's_c': 14, 's_w': 8.95, 's_p': -41}","{'a_b': 4, 'a_w': 2, 'a_c': -10}",1,-827.3492825081289,4.0,14.0,8.95,-41.0,4,2,-10,6,True,2.889504458161864,-1100.0,1,"[8.3, 9.6]",0,"[-inf, -40]",4017,1.5599740340290087e-08
"{'s_l': 4, 's_c': 14, 's_w': 8.95, 's_p': -37.5}","{'a_b': 4, 'a_w': 2, 'a_c': -10}",1,-658.4318874595299,4.0,14.0,8.95,-37.5,4,2,-10,6,True,2.889504458161864,-925.0,1,"[8.3, 9.6]",1,"[-40, -35]",4018,1.483597337144268e-08
"{'s_l': 4, 's_c': 14, 's_w': 8.95, 's_p': -32.5}","{'a_b': 4, 'a_w': 2, 'a_c': -10}",1,-585.9322739961285,4.0,14.0,8.95,-32.5,4,2,-10,6,True,2.889504458161864,-854.9999999999998,1,"[8.3, 9.6]",2,"[-35, -30]",4019,2.5626905691958812e-08
"{'s_l': 4, 's_c': 14, 's_w': 8.95, 's_p': -27.5}","{'a_b': 4, 'a_w': 2, 'a_c': -10}",1,-511.23780434395604,4.0,14.0,8.95,-27.5,4,2,-10,6,True,2.889504458161864,-785.0,1,"[8.3, 9.6]",3,"[-30, -25]",4020,4.1525635312915124e-08
"{'s_l': 4, 's_c': 14, 's_w': 8.95, 's_p': -22.5}","{'a_b': 4, 'a_w': 2, 'a_c': -10}",1,-434.51393927375597,4.0,14.0,8.95,-22.5,4,2,-10,6,True,2.889504458161864,-715.0,1,"[8.3, 9.6]",4,"[-25, -20]",4021,6.312146732373344e-08
"{'s_l': 4, 's_c': 14, 's_w': 8.95, 's_p': -17.5}","{'a_b': 4, 'a_w': 2, 'a_c': -10}",1,-356.2832284459852,4.0,14.0,8.95,-17.5,4,2,-10,6,True,2.889504458161864,-645.0000000000001,1,"[8.3, 9.6]",5,"[-20, -15]",4022,9.000759655010408e-08
"{'s_l': 4, 's_c': 14, 's_w': 8.95, 's_p': -12.5}","{'a_b': 4, 'a_w': 2, 'a_c': 0}",1,-269.67291912790336,4.0,14.0,8.95,-12.5,4,2,0,6,True,2.889504458161864,-575.0,1,"[8.3, 9.6]",6,"[-15, -10]",4023,1.2039903664693943e-07
"{'s_l': 4, 's_c': 14, 's_w': 8.95, 's_p': -7.5}","{'a_b': 4, 'a_w': 2, 'a_c': 0}",1,-147.64480783196956,4.0,14.0,8.95,-7.5,4,2,0,6,True,2.889504458161864,-505.0,1,"[8.3, 9.6]",7,"[-10, -5]",4024,1.5108070798621054e-07
"{'s_l': 4, 's_c': 14, 's_w': 8.95, 's_p': -2.5}","{'a_b': 4, 'a_w': 2, 'a_c': 0}",1,-19.35251386161417,4.0,14.0,8.95,-2.5,4,2,0,6,True,2.889504458161864,-434.9999999999999,1,"[8.3, 9.6]",8,"[-5, 0]",4025,1.7784327273178596e-07
"{'s_l': 4, 's_c': 14, 's_w': 8.95, 's_p': 2.5}","{'a_b': 4, 'a_w': 2, 'a_c': 10}",1,125.82871839394863,4.0,14.0,8.95,2.5,4,2,10,6,True,2.889504458161864,-365.0,1,"[8.3, 9.6]",9,"[0, 5]",4026,1.9638507374130756e-07
"{'s_l': 4, 's_c': 14, 's_w': 8.95, 's_p': 7.5}","{'a_b': 4, 'a_w': 2, 'a_c': 20}",1,380.1984424076055,4.0,14.0,8.95,7.5,4,2,20,6,True,2.889504458161864,-295.0,1,"[8.3, 9.6]",10,"[5, 10]",4027,2.0343336395612718e-07
"{'s_l': 4, 's_c': 14, 's_w': 8.95, 's_p': 12.5}","{'a_b': 4, 'a_w': 2, 'a_c': 20}",1,649.5480201775358,4.0,14.0,8.95,12.5,4,2,20,6,True,2.889504458161864,-224.99999999999994,1,"[8.3, 9.6]",11,"[10, 15]",4028,1.9768718396704575e-07
"{'s_l': 4, 's_c': 14, 's_w': 8.95, 's_p': 16}","{'a_b': 4, 'a_w': 2, 'a_c': 20}",1,3227.8755040472283,4.0,14.0,8.95,16.0,4,2,20,6,True,2.889504458161864,1525.0,1,"[8.3, 9.6]",12,"[15, inf]",4029,7.196542006972985e-07
"{'s_l': 4, 's_c': 14, 's_w': 10.1, 's_p': -41}","{'a_b': 4, 'a_w': 4, 'a_c': -10}",1,-727.3474586687174,4.0,14.0,10.1,-41.0,4,4,-10,8,True,4.909615912208504,-999.9999999999998,2,"[9.6, 10.6]",0,"[-inf, -40]",4030,1.0666355676894727e-08
"{'s_l': 4, 's_c': 14, 's_w': 10.1, 's_p': -37.5}","{'a_b': 4, 'a_w': 4, 'a_c': -10}",1,-558.4268453762232,4.0,14.0,10.1,-37.5,4,4,-10,8,True,4.909615912208504,-825.0000000000002,2,"[9.6, 10.6]",1,"[-40, -35]",4031,1.0144128385524423e-08
"{'s_l': 4, 's_c': 14, 's_w': 10.1, 's_p': -32.5}","{'a_b': 4, 'a_w': 4, 'a_c': -10}",1,-485.92543486393276,4.0,14.0,10.1,-32.5,4,4,-10,8,True,4.909615912208504,-755.0,2,"[9.6, 10.6]",2,"[-35, -30]",4032,1.752245133867322e-08
"{'s_l': 4, 's_c': 14, 's_w': 10.1, 's_p': -27.5}","{'a_b': 4, 'a_w': 4, 'a_c': -10}",1,-411.2287653386798,4.0,14.0,10.1,-27.5,4,4,-10,8,True,4.909615912208504,-685.0,2,"[9.6, 10.6]",3,"[-30, -25]",4033,2.839324157291313e-08
"{'s_l': 4, 's_c': 14, 's_w': 10.1, 's_p': -22.5}","{'a_b': 4, 'a_w': 4, 'a_c': -10}",1,-334.50232033442626,4.0,14.0,10.1,-22.5,4,4,-10,8,True,4.909615912208504,-615.0000000000001,2,"[9.6, 10.6]",4,"[-25, -20]",4034,4.315943769804517e-08
"{'s_l': 4, 's_c': 14, 's_w': 10.1, 's_p': -17.5}","{'a_b': 4, 'a_w': 4, 'a_c': -10}",1,-256.26871478765537,4.0,14.0,10.1,-17.5,4,4,-10,8,True,4.909615912208504,-545.0,2,"[9.6, 10.6]",5,"[-20, -15]",4035,6.154288580985461e-08
"{'s_l': 4, 's_c': 14, 's_w': 10.1, 's_p': -12.5}","{'a_b': 4, 'a_w': 4, 'a_c': 0}",1,-169.59702004879267,4.0,14.0,10.1,-12.5,4,4,0,8,True,4.909615912208504,-475.0,2,"[9.6, 10.6]",6,"[-15, -10]",4036,8.232309769380832e-08
"{'s_l': 4, 's_c': 14, 's_w': 10.1, 's_p': -7.5}","{'a_b': 4, 'a_w': 4, 'a_c': 0}",1,-47.54821535653082,4.0,14.0,10.1,-7.5,4,4,0,8,True,4.909615912208504,-404.99999999999994,2,"[9.6, 10.6]",7,"[-10, -5]",4037,1.0330175580781677e-07
"{'s_l': 4, 's_c': 14, 's_w': 10.1, 's_p': -2.5}","{'a_b': 4, 'a_w': 4, 'a_c': 0}",1,80.76290321982549,4.0,14.0,10.1,-2.5,4,4,0,8,True,4.909615912208504,-335.0,2,"[9.6, 10.6]",8,"[-5, 0]",4038,1.2160071644275562e-07
"{'s_l': 4, 's_c': 14, 's_w': 10.1, 's_p': 2.5}","{'a_b': 4, 'a_w': 4, 'a_c': 10}",1,226.14735880332512,4.0,14.0,10.1,2.5,4,4,10,8,True,4.909615912208504,-265.0,2,"[9.6, 10.6]",9,"[0, 5]",4039,1.3427871236727515e-07
"{'s_l': 4, 's_c': 14, 's_w': 10.1, 's_p': 7.5}","{'a_b': 4, 'a_w': 4, 'a_c': 20}",1,480.51964238887285,4.0,14.0,10.1,7.5,4,4,20,8,True,4.909615912208504,-195.0,2,"[9.6, 10.6]",10,"[5, 10]",4040,1.3909799581079976e-07
"{'s_l': 4, 's_c': 14, 's_w': 10.1, 's_p': 12.5}","{'a_b': 4, 'a_w': 4, 'a_c': 20}",1,749.8713810084712,4.0,14.0,10.1,12.5,4,4,20,8,True,4.909615912208504,-124.99999999999997,2,"[9.6, 10.6]",11,"[10, 15]",4041,1.3516903300693148e-07
"{'s_l': 4, 's_c': 14, 's_w': 10.1, 's_p': 16}","{'a_b': 4, 'a_w': 4, 'a_c': 20}",1,3328.204336720789,4.0,14.0,10.1,16.0,4,4,20,8,True,4.909615912208504,1625.0000000000002,2,"[9.6, 10.6]",12,"[15, inf]",4042,4.920650922107613e-07
"{'s_l': 4, 's_c': 14, 's_w': 11.0, 's_p': -41}","{'a_b': 4, 'a_w': 6, 'a_c': -10}",1,-627.3461804759145,4.0,14.0,11.0,-41.0,4,6,-10,10,True,7.023319615912207,-899.9999999999998,3,"[10.6, 11.4]",0,"[-inf, -40]",4043,7.833116599034208e-09
"{'s_l': 4, 's_c': 14, 's_w': 11.0, 's_p': -37.5}","{'a_b': 4, 'a_w': 6, 'a_c': -10}",1,-458.4233171772666,4.0,14.0,11.0,-37.5,4,6,-10,10,True,7.023319615912207,-725.0,3,"[10.6, 11.4]",1,"[-40, -35]",4044,7.44960536160539e-09
"{'s_l': 4, 's_c': 14, 's_w': 11.0, 's_p': -32.5}","{'a_b': 4, 'a_w': 6, 'a_c': -10}",1,-385.9206511887226,4.0,14.0,11.0,-32.5,4,6,-10,10,True,7.023319615912207,-655.0,3,"[10.6, 11.4]",2,"[-35, -30]",4045,1.2868069338251165e-08
"{'s_l': 4, 's_c': 14, 's_w': 11.0, 's_p': -27.5}","{'a_b': 4, 'a_w': 6, 'a_c': -10}",1,-311.2224450757491,4.0,14.0,11.0,-27.5,4,6,-10,10,True,7.023319615912207,-585.0,3,"[10.6, 11.4]",3,"[-30, -25]",4046,2.0851317788600255e-08
"{'s_l': 4, 's_c': 14, 's_w': 11.0, 's_p': -22.5}","{'a_b': 4, 'a_w': 6, 'a_c': -10}",1,-234.49419829590755,4.0,14.0,11.0,-22.5,4,6,-10,10,True,7.023319615912207,-515.0,3,"[10.6, 11.4]",4,"[-25, -20]",4047,3.169525919427822e-08
"{'s_l': 4, 's_c': 14, 's_w': 11.0, 's_p': -17.5}","{'a_b': 4, 'a_w': 6, 'a_c': -10}",1,-156.258571364342,4.0,14.0,11.0,-17.5,4,6,-10,10,True,7.023319615912207,-445.0,3,"[10.6, 11.4]",5,"[-20, -15]",4048,4.5195623978102904e-08
"{'s_l': 4, 's_c': 14, 's_w': 11.0, 's_p': -12.5}","{'a_b': 4, 'a_w': 6, 'a_c': 0}",1,-69.54763383312917,4.0,14.0,11.0,-12.5,4,6,0,10,True,7.023319615912207,-375.0,3,"[10.6, 11.4]",6,"[-15, -10]",4049,6.045611477462108e-08
"{'s_l': 4, 's_c': 14, 's_w': 11.0, 's_p': -7.5}","{'a_b': 4, 'a_w': 6, 'a_c': 0}",1,52.51453205574933,4.0,14.0,11.0,-7.5,4,6,0,10,True,7.023319615912207,-305.0,3,"[10.6, 11.4]",7,"[-10, -5]",4050,7.586233973806092e-08
"{'s_l': 4, 's_c': 14, 's_w': 11.0, 's_p': -2.5}","{'a_b': 4, 'a_w': 6, 'a_c': 0}",1,180.83781830534673,4.0,14.0,11.0,-2.5,4,6,0,10,True,7.023319615912207,-234.99999999999994,3,"[10.6, 11.4]",8,"[-5, 0]",4051,8.930065893878928e-08
"{'s_l': 4, 's_c': 14, 's_w': 11.0, 's_p': 2.5}","{'a_b': 4, 'a_w': 6, 'a_c': 10}",1,326.35173260798683,4.0,14.0,11.0,2.5,4,6,10,10,True,7.023319615912207,-165.0,3,"[10.6, 11.4]",9,"[0, 5]",4052,9.861107604160157e-08
"{'s_l': 4, 's_c': 14, 's_w': 11.0, 's_p': 7.5}","{'a_b': 4, 'a_w': 6, 'a_c': 20}",1,580.7258033427051,4.0,14.0,11.0,7.5,4,6,20,10,True,7.023319615912207,-95.0,3,"[10.6, 11.4]",10,"[5, 10]",4053,1.0215024258361896e-07
"{'s_l': 4, 's_c': 14, 's_w': 11.0, 's_p': 12.5}","{'a_b': 4, 'a_w': 6, 'a_c': 20}",1,850.0790507908453,4.0,14.0,11.0,12.5,4,6,20,10,True,7.023319615912207,-25.0,3,"[10.6, 11.4]",11,"[10, 15]",4054,9.926490623367666e-08
"{'s_l': 4, 's_c': 14, 's_w': 11.0, 's_p': 16}","{'a_b': 4, 'a_w': 6, 'a_c': 20}",1,3428.415828410813,4.0,14.0,11.0,16.0,4,6,20,10,True,7.023319615912207,1725.0,3,"[10.6, 11.4]",12,"[15, inf]",4055,3.6136083948060525e-07
"{'s_l': 4, 's_c': 14, 's_w': 11.7, 's_p': -41}","{'a_b': 4, 'a_w': 8, 'a_c': -10}",1,-527.3452598511412,4.0,14.0,11.7,-41.0,4,8,-10,12,True,9.03296296296296,-800.0,4,"[11.4, 12.0]",0,"[-inf, -40]",4056,5.5151822132617445e-09
"{'s_l': 4, 's_c': 14, 's_w': 11.7, 's_p': -37.5}","{'a_b': 4, 'a_w': 8, 'a_c': -10}",1,-358.4207787536106,4.0,14.0,11.7,-37.5,4,8,-10,12,True,9.03296296296296,-625.0,4,"[11.4, 12.0]",1,"[-40, -35]",4057,5.24515759042973e-09
"{'s_l': 4, 's_c': 14, 's_w': 11.7, 's_p': -32.5}","{'a_b': 4, 'a_w': 8, 'a_c': -10}",1,-285.9172105227299,4.0,14.0,11.7,-32.5,4,8,-10,12,True,9.03296296296296,-555.0,4,"[11.4, 12.0]",2,"[-35, -30]",4058,9.060218399160785e-09
"{'s_l': 4, 's_c': 14, 's_w': 11.7, 's_p': -27.5}","{'a_b': 4, 'a_w': 8, 'a_c': -10}",1,-211.21790030969083,4.0,14.0,11.7,-27.5,4,8,-10,12,True,9.03296296296296,-484.9999999999999,4,"[11.4, 12.0]",3,"[-30, -25]",4059,1.4681106241280223e-08
"{'s_l': 4, 's_c': 14, 's_w': 11.7, 's_p': -22.5}","{'a_b': 4, 'a_w': 8, 'a_c': -10}",1,-134.488359026014,4.0,14.0,11.7,-22.5,4,8,-10,12,True,9.03296296296296,-415.0,4,"[11.4, 12.0]",4,"[-25, -20]",4060,2.2316165927436526e-08
"{'s_l': 4, 's_c': 14, 's_w': 11.7, 's_p': -17.5}","{'a_b': 4, 'a_w': 8, 'a_c': -10}",1,-56.25127992873996,4.0,14.0,11.7,-17.5,4,8,-10,12,True,9.03296296296296,-345.0,4,"[11.4, 12.0]",5,"[-20, -15]",4061,3.182157425207129e-08
"{'s_l': 4, 's_c': 14, 's_w': 11.7, 's_p': -12.5}","{'a_b': 4, 'a_w': 8, 'a_c': 0}",1,30.48598078140509,4.0,14.0,11.7,-12.5,4,8,0,12,True,9.03296296296296,-275.0,4,"[11.4, 12.0]",6,"[-15, -10]",4062,4.2566261420009e-08
"{'s_l': 4, 's_c': 14, 's_w': 11.7, 's_p': -7.5}","{'a_b': 4, 'a_w': 8, 'a_c': 0}",1,152.55718356348825,4.0,14.0,11.7,-7.5,4,8,0,12,True,9.03296296296296,-205.0,4,"[11.4, 12.0]",7,"[-10, -5]",4063,5.341355787189e-08
"{'s_l': 4, 's_c': 14, 's_w': 11.7, 's_p': -2.5}","{'a_b': 4, 'a_w': 8, 'a_c': 0}",1,280.88870677524255,4.0,14.0,11.7,-2.5,4,8,0,12,True,9.03296296296296,-135.0,4,"[11.4, 12.0]",8,"[-5, 0]",4064,6.287528081383214e-08
"{'s_l': 4, 's_c': 14, 's_w': 11.7, 's_p': 2.5}","{'a_b': 4, 'a_w': 8, 'a_c': 10}",1,426.48920043949613,4.0,14.0,11.7,2.5,4,8,10,12,True,9.03296296296296,-65.0,4,"[11.4, 12.0]",9,"[0, 5]",4065,6.943060858845104e-08
"{'s_l': 4, 's_c': 14, 's_w': 11.7, 's_p': 7.5}","{'a_b': 4, 'a_w': 8, 'a_c': 20}",1,680.8645549607154,4.0,14.0,11.7,7.5,4,8,20,12,True,9.03296296296296,4.999999999999999,4,"[11.4, 12.0]",10,"[5, 10]",4066,7.192248370808281e-08
"{'s_l': 4, 's_c': 14, 's_w': 11.7, 's_p': 12.5}","{'a_b': 4, 'a_w': 8, 'a_c': 20}",1,950.2188863047121,4.0,14.0,11.7,12.5,4,8,20,12,True,9.03296296296296,75.0,4,"[11.4, 12.0]",11,"[10, 15]",4067,6.98909608122735e-08
"{'s_l': 4, 's_c': 14, 's_w': 11.7, 's_p': 16}","{'a_b': 4, 'a_w': 8, 'a_c': 20}",1,3528.5584100595083,4.0,14.0,11.7,16.0,4,8,20,12,True,9.03296296296296,1825.0,4,"[11.4, 12.0]",12,"[15, inf]",4068,2.544288533530187e-07
"{'s_l': 4, 's_c': 14, 's_w': 18.5, 's_p': -41}","{'a_b': 4, 'a_w': 10, 'a_c': -10}",1,-427.3395783198372,4.0,14.0,18.5,-41.0,4,10,-10,14,False,10.0,-700.0,5,"[12, 25]",0,"[-inf, -40]",4069,7.577294752535217e-08
"{'s_l': 4, 's_c': 14, 's_w': 18.5, 's_p': -37.5}","{'a_b': 4, 'a_w': 10, 'a_c': -10}",1,-258.4051803494644,4.0,14.0,18.5,-37.5,4,10,-10,14,False,10.0,-525.0,5,"[12, 25]",1,"[-40, -35]",4070,7.206308613089024e-08
"{'s_l': 4, 's_c': 14, 's_w': 18.5, 's_p': -32.5}","{'a_b': 4, 'a_w': 10, 'a_c': -10}",1,-185.8960928828473,4.0,14.0,18.5,-32.5,4,10,-10,14,False,10.0,-454.9999999999999,5,"[12, 25]",2,"[-35, -30]",4071,1.244781091143364e-07
"{'s_l': 4, 's_c': 14, 's_w': 18.5, 's_p': -27.5}","{'a_b': 4, 'a_w': 10, 'a_c': -10}",1,-111.19003254045481,4.0,14.0,18.5,-27.5,4,10,-10,14,False,10.0,-385.00000000000006,5,"[12, 25]",3,"[-30, -25]",4072,2.0170334357398125e-07
"{'s_l': 4, 's_c': 14, 's_w': 18.5, 's_p': -22.5}","{'a_b': 4, 'a_w': 10, 'a_c': -10}",1,-34.45258055571185,4.0,14.0,18.5,-22.5,4,10,-10,14,False,10.0,-315.0,5,"[12, 25]",4,"[-25, -20]",4073,3.066012335405027e-07
"{'s_l': 4, 's_c': 14, 's_w': 18.5, 's_p': -17.5}","{'a_b': 4, 'a_w': 10, 'a_c': -10}",1,43.793369839181935,4.0,14.0,18.5,-17.5,4,10,-10,14,False,10.0,-245.00000000000006,5,"[12, 25]",5,"[-20, -15]",4074,4.3719579566715387e-07
"{'s_l': 4, 's_c': 14, 's_w': 18.5, 's_p': -12.5}","{'a_b': 4, 'a_w': 10, 'a_c': 0}",1,130.64585215712424,4.0,14.0,18.5,-12.5,4,10,0,14,False,10.0,-175.0,5,"[12, 25]",6,"[-15, -10]",4075,5.848167781606697e-07
"{'s_l': 4, 's_c': 14, 's_w': 18.5, 's_p': -7.5}","{'a_b': 4, 'a_w': 10, 'a_c': 0}",1,252.7585575420469,4.0,14.0,18.5,-7.5,4,10,0,14,False,10.0,-105.0,5,"[12, 25]",7,"[-10, -5]",4076,7.338475069848048e-07
"{'s_l': 4, 's_c': 14, 's_w': 18.5, 's_p': -2.5}","{'a_b': 4, 'a_w': 10, 'a_c': 0}",1,381.1280990844343,4.0,14.0,18.5,-2.5,4,10,0,14,False,10.0,-34.99999999999999,5,"[12, 25]",8,"[-5, 0]",4077,8.638418767547209e-07
"{'s_l': 4, 's_c': 14, 's_w': 18.5, 's_p': 2.5}","{'a_b': 4, 'a_w': 10, 'a_c': 10}",1,527.1008108574714,4.0,14.0,18.5,2.5,4,10,10,14,False,10.0,34.99999999999999,5,"[12, 25]",9,"[0, 5]",4078,9.539053575737798e-07
"{'s_l': 4, 's_c': 14, 's_w': 18.5, 's_p': 7.5}","{'a_b': 4, 'a_w': 10, 'a_c': 20}",1,781.4840055250254,4.0,14.0,18.5,7.5,4,10,20,14,False,10.0,105.0,5,"[12, 25]",10,"[5, 10]",4079,9.881411661796158e-07
"{'s_l': 4, 's_c': 14, 's_w': 18.5, 's_p': 12.5}","{'a_b': 4, 'a_w': 10, 'a_c': 20}",1,1050.844957221106,4.0,14.0,18.5,12.5,4,10,20,14,False,10.0,175.0,5,"[12, 25]",11,"[10, 15]",4080,9.602301250157265e-07
"{'s_l': 4, 's_c': 14, 's_w': 18.5, 's_p': 16}","{'a_b': 4, 'a_w': 10, 'a_c': 20}",1,3629.201268560628,4.0,14.0,18.5,16.0,4,10,20,14,False,10.0,1924.9999999999998,5,"[12, 25]",12,"[15, inf]",4081,3.495591516032996e-06
"{'s_l': 4, 's_c': 14, 's_w': 26, 's_p': -41}","{'a_b': 4, 'a_w': 0, 'a_c': -10}",1,-927.3173303516376,4.0,14.0,26.0,-41.0,4,0,-10,4,True,0.0,-1200.0,6,"[25, inf]",0,"[-inf, -40]",4082,1.587843156497031e-07
"{'s_l': 4, 's_c': 14, 's_w': 26, 's_p': -37.5}","{'a_b': 4, 'a_w': 0, 'a_c': -10}",1,-758.3453776072068,4.0,14.0,26.0,-37.5,4,0,-10,4,True,0.0,-1025.0,6,"[25, inf]",1,"[-40, -35]",4083,1.5101019807987055e-07
"{'s_l': 4, 's_c': 14, 's_w': 26, 's_p': -32.5}","{'a_b': 4, 'a_w': 0, 'a_c': -10}",1,-685.815606958038,4.0,14.0,26.0,-32.5,4,0,-10,4,True,0.0,-955.0,6,"[25, inf]",2,"[-35, -30]",4084,2.6084733423463625e-07
"{'s_l': 4, 's_c': 14, 's_w': 26, 's_p': -27.5}","{'a_b': 4, 'a_w': 0, 'a_c': -10}",1,-611.0843259066554,4.0,14.0,26.0,-27.5,4,0,-10,4,True,0.0,-885.0,6,"[25, inf]",3,"[-30, -25]",4085,4.226749574831588e-07
"{'s_l': 4, 's_c': 14, 's_w': 26, 's_p': -22.5}","{'a_b': 4, 'a_w': 0, 'a_c': -10}",1,-534.3173841145181,4.0,14.0,26.0,-22.5,4,0,-10,4,True,0.0,-815.0,6,"[25, inf]",4,"[-25, -20]",4086,6.424913987778452e-07
"{'s_l': 4, 's_c': 14, 's_w': 26, 's_p': -17.5}","{'a_b': 4, 'a_w': 0, 'a_c': -10}",1,-456.0384181702377,4.0,14.0,26.0,-17.5,4,0,-10,4,True,0.0,-745.0000000000001,6,"[25, inf]",5,"[-20, -15]",4087,9.161559301452557e-07
"{'s_l': 4, 's_c': 14, 's_w': 26, 's_p': -12.5}","{'a_b': 4, 'a_w': 0, 'a_c': 0}",1,-369.6563579795621,4.0,14.0,26.0,-12.5,4,0,0,4,True,0.0,-675.0,6,"[25, inf]",6,"[-15, -10]",4088,1.225499798191662e-06
"{'s_l': 4, 's_c': 14, 's_w': 26, 's_p': -7.5}","{'a_b': 4, 'a_w': 0, 'a_c': 0}",1,-247.65951227108553,4.0,14.0,26.0,-7.5,4,0,0,4,True,0.0,-605.0,6,"[25, inf]",7,"[-10, -5]",4089,1.5377978288205925e-06
"{'s_l': 4, 's_c': 14, 's_w': 26, 's_p': -2.5}","{'a_b': 4, 'a_w': 0, 'a_c': 0}",1,-119.39113173868998,4.0,14.0,26.0,-2.5,4,0,0,4,True,0.0,-535.0,6,"[25, inf]",8,"[-5, 0]",4090,1.8102046404379511e-06
"{'s_l': 4, 's_c': 14, 's_w': 26, 's_p': 2.5}","{'a_b': 4, 'a_w': 0, 'a_c': 10}",1,24.875897922014815,4.0,14.0,26.0,2.5,4,0,10,4,True,0.0,-465.0,6,"[25, inf]",9,"[0, 5]",4091,1.9989351654330405e-06
"{'s_l': 4, 's_c': 14, 's_w': 26, 's_p': 7.5}","{'a_b': 4, 'a_w': 0, 'a_c': 20}",1,279.2882221514422,4.0,14.0,26.0,7.5,4,0,20,4,True,0.0,-394.99999999999994,6,"[25, inf]",10,"[5, 10]",4092,2.070677253047787e-06
"{'s_l': 4, 's_c': 14, 's_w': 26, 's_p': 12.5}","{'a_b': 4, 'a_w': 0, 'a_c': 20}",1,548.6737895576499,4.0,14.0,26.0,12.5,4,0,20,4,True,0.0,-325.0,6,"[25, inf]",11,"[10, 15]",4093,2.012188891237712e-06
"{'s_l': 4, 's_c': 14, 's_w': 26, 's_p': 16}","{'a_b': 4, 'a_w': 0, 'a_c': 20}",1,3127.0927971629635,4.0,14.0,26.0,16.0,4,0,20,4,True,0.0,1424.9999999999998,6,"[25, inf]",12,"[15, inf]",4094,7.325109089606186e-06
